"Notes"	"Year"	"Year Code"	"County"	"County Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate	% of Total Deaths
"Total"	"2003"	"2003"	"New Castle County, DE"	"10003"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"			Suppressed	8648	Suppressed	Suppressed
"Total"	"2003"	"2003"	"New Castle County, DE"	"10003"	"Asian or Pacific Islander"	"A-PI"					Suppressed	17645	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Female"	"F"	"< 1 year"	"1"	Suppressed	882	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	3577	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	4731	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	5449	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	4687	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	4399	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Female"	"F"	"25-34 years"	"25-34"	Suppressed	8865	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	Suppressed	10228	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	Suppressed	8269	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	Suppressed	4732	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	Suppressed	2691	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	Suppressed	1574	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	Suppressed	543	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"2003"	"2003"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Female"	"F"			Suppressed	60627	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	Suppressed	975	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	3617	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	4960	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	5623	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	4888	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Male"	"M"	"20-24 years"	"20-24"	Suppressed	4252	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	Suppressed	7881	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	Suppressed	8662	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	Suppressed	6658	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	Suppressed	3909	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	Suppressed	2042	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	Suppressed	876	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	Suppressed	193	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"2003"	"2003"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Male"	"M"			Suppressed	54536	Suppressed	Suppressed
"Total"	"2003"	"2003"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"					Suppressed	115163	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	Suppressed	2294	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	8650	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	10957	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	12408	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	13362	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	14287	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	Suppressed	24625	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	Suppressed	30153	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	Suppressed	28206	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	Suppressed	19931	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	Suppressed	13724	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	Suppressed	11359	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	Suppressed	4415	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"2003"	"2003"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Female"	"F"			Suppressed	194371	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	Suppressed	2384	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	9377	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	11556	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	13103	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	13385	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Male"	"M"	"20-24 years"	"20-24"	Suppressed	13834	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	Suppressed	25529	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	Suppressed	29912	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	Suppressed	27511	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	Suppressed	18474	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	Suppressed	11383	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	Suppressed	7536	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	Suppressed	1945	Suppressed	Suppressed
	"2003"	"2003"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"2003"	"2003"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Male"	"M"			Suppressed	185929	Suppressed	Suppressed
"Total"	"2003"	"2003"	"New Castle County, DE"	"10003"	"White"	"2106-3"					Suppressed	380300	Suppressed	Suppressed
"Total"	"2003"	"2003"	"New Castle County, DE"	"10003"							Suppressed	514769	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"< 1 year"	"1"	Suppressed	Suppressed	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	72	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	58	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	56	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	57	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	73	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"25-34 years"	"25-34"	Suppressed	108	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"35-44 years"	"35-44"	Suppressed	139	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"45-54 years"	"45-54"	Suppressed	75	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"55-64 years"	"55-64"	Suppressed	65	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"65-74 years"	"65-74"	Suppressed	52	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"75-84 years"	"75-84"	Suppressed	34	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"85+ years"	"85+"	Suppressed	Suppressed	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"2003"	"2003"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"			Suppressed	798	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"< 1 year"	"1"	Suppressed	21	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	64	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	58	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	52	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	67	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"20-24 years"	"20-24"	Suppressed	81	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"25-34 years"	"25-34"	Suppressed	149	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"35-44 years"	"35-44"	Suppressed	125	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"45-54 years"	"45-54"	Suppressed	98	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"55-64 years"	"55-64"	Suppressed	62	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"65-74 years"	"65-74"	Suppressed	43	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"75-84 years"	"75-84"	Suppressed	19	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"85+ years"	"85+"	Suppressed	Suppressed	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"2003"	"2003"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"			Suppressed	844	Suppressed	Suppressed
"Total"	"2003"	"2003"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"					Suppressed	1642	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"< 1 year"	"1"	Suppressed	16	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	58	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	66	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	64	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	65	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	68	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"25-34 years"	"25-34"	Suppressed	134	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"35-44 years"	"35-44"	Suppressed	172	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"45-54 years"	"45-54"	Suppressed	124	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"55-64 years"	"55-64"	Suppressed	79	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"65-74 years"	"65-74"	Suppressed	46	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"75-84 years"	"75-84"	Suppressed	14	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"85+ years"	"85+"	Suppressed	Suppressed	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"2003"	"2003"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"			Suppressed	908	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"< 1 year"	"1"	Suppressed	14	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	63	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	72	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	55	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	50	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"20-24 years"	"20-24"	Suppressed	46	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"25-34 years"	"25-34"	Suppressed	142	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"35-44 years"	"35-44"	Suppressed	124	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"45-54 years"	"45-54"	Suppressed	99	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"55-64 years"	"55-64"	Suppressed	72	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"65-74 years"	"65-74"	Suppressed	44	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"75-84 years"	"75-84"	Suppressed	16	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"85+ years"	"85+"	Suppressed	Suppressed	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"2003"	"2003"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"			Suppressed	799	Suppressed	Suppressed
"Total"	"2003"	"2003"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"					Suppressed	1707	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Female"	"F"	"< 1 year"	"1"	Suppressed	227	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	860	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	1057	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	1192	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	1068	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	982	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Female"	"F"	"25-34 years"	"25-34"	Suppressed	1551	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	Suppressed	2040	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	Suppressed	1679	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	Suppressed	1012	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	Suppressed	708	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	Suppressed	506	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	Suppressed	183	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"2003"	"2003"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Female"	"F"			Suppressed	13065	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	Suppressed	229	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	875	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	1070	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	1220	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	1173	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Male"	"M"	"20-24 years"	"20-24"	Suppressed	1004	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	Suppressed	1436	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	Suppressed	1896	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	Suppressed	1470	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	Suppressed	837	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	Suppressed	562	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	Suppressed	319	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	Suppressed	77	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"2003"	"2003"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Male"	"M"			Suppressed	12168	Suppressed	Suppressed
"Total"	"2003"	"2003"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"					Suppressed	25233	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	Suppressed	815	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	2851	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	3529	Suppressed	Suppressed
	"2003"	"2003"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	3956	Suppressed	Suppressed
